id,category,name,price,reference_price,reference_unit,date
2661,berberechos_y_mejillones,Almejas blancas Cono sur en salsa gallega,1.7,39.53,kg,2020-07-21 12:06:00
2662,berberechos_y_mejillones,Almejas blancas del norte Hacendado al natural,1.5,16.67,kg,2020-07-21 12:06:00
2663,berberechos_y_mejillones,Mejillones en escabeche Hacendado pequeños,2,9.43,kg,2020-07-21 12:06:00
2664,berberechos_y_mejillones,Mejillones en escabeche Hacendado pequeños,0.99,14.35,kg,2020-07-21 12:06:00
2665,berberechos_y_mejillones,Mejillones en escabeche Hacendado medianos,1.5,21.74,kg,2020-07-21 12:06:00
2666,berberechos_y_mejillones,Mejillones al natural Hacendado pequeños,1,14.49,kg,2020-07-21 12:06:00
2667,berberechos_y_mejillones,Mejillones picantes en escabeche Hacendado pequeños,1.09,15.8,kg,2020-07-21 12:06:00
2668,berberechos_y_mejillones,Mejillones en salsa de vieira Hacendado pequeños,1.15,16.67,kg,2020-07-21 12:06:00
2669,tomate,Tomate triturado Hacendado,0.76,0.95,kg,2020-07-21 12:06:00
2670,tomate,Tomate triturado Hacendado,0.45,1.13,kg,2020-07-21 12:06:00
2671,tomate,Tomate frito Hacendado,1,0.83,kg,2020-07-21 12:06:00
2672,tomate,Tomate frito Hacendado,0.8,1.27,kg,2020-07-21 12:06:00
2673,tomate,Tomate frito Hacendado,0.68,1.21,kg,2020-07-21 12:06:00
2674,tomate,Tomate frito receta artesana Hacendado,1.7,3.04,kg,2020-07-21 12:06:00
2675,tomate,Tomate frito receta artesana Hacendado,1.28,4.27,kg,2020-07-21 12:06:00
2676,tomate,Tomate frito estilo casero Hacendado,0.93,2.45,kg,2020-07-21 12:06:00
2677,tomate,Tomate troceado pelado Hacendado,0.62,1.51,kg,2020-07-21 12:06:00
2678,tomate,Tomate frito Hida,1.18,2.95,kg,2020-07-21 12:06:00
2679,tomate,Fritada pisto Hacendado,0.95,2.5,kg,2020-07-21 12:06:00
2680,tomate,Tomate entero pelado Hacendado,0.88,1.83,kg,2020-07-21 12:06:00
2681,tomate,Tomate entero pelado Hacendado,0.5,2.08,kg,2020-07-21 12:06:00
2682,tomate,Tomate frito Hacendado con aceite de oliva,0.92,1.46,kg,2020-07-21 12:06:00
2683,tomate,Tomate frito con cebolla Hacendado,1.05,2.76,kg,2020-07-21 12:06:00
2684,tomate,Tomate frito sin azúcares añadidos Hacendado,0.94,1.68,kg,2020-07-21 12:06:00
2685,tomate,Tomate doble concentrado Hacendado extra,0.78,4.59,kg,2020-07-21 12:06:00
2686,tomate,Tomate para untar Hacendado con aceite de oliva,1.45,4.53,kg,2020-07-21 12:06:00
2687,tomate,Tomate con pimiento verde Hacendado,0.95,2.38,kg,2020-07-21 12:06:00
2688,tomate,Tomate tamizado sin piel Hacendado,0.7,1.79,kg,2020-07-21 12:06:00
2689,tomate,Tomate seco en aceite,2,22.22,kg,2020-07-21 12:06:00
2690,conservas_de_verdura_y_frutas,Maíz dulce Hacendado,1.19,2.83,kg,2020-07-21 12:06:00
2691,conservas_de_verdura_y_frutas,Maíz dulce Hacendado,0.95,4.52,kg,2020-07-21 12:06:00
2692,conservas_de_verdura_y_frutas,Espárragos delgados Hacendado,1.19,10.82,kg,2020-07-21 12:06:00
2694,conservas_de_verdura_y_frutas,Espárragos muy gruesos Hacendado,2.53,7.78,kg,2020-07-21 12:06:00
2695,conservas_de_verdura_y_frutas,Espárragos delgados extra Elagón,0.95,8.64,kg,2020-07-21 12:06:00
2696,conservas_de_verdura_y_frutas,Espárragos blancos extra gruesos Cidacos,3.8,9.5,kg,2020-07-21 12:06:00
2697,conservas_de_verdura_y_frutas,Champiñones laminados Hacendado,0.79,4.39,kg,2020-07-21 12:06:00
2698,conservas_de_verdura_y_frutas,Champiñón laminado Hacendado,1.4,5.49,kg,2020-07-21 12:06:00
2699,conservas_de_verdura_y_frutas,Champiñón entero Hacendado,0.93,5.17,kg,2020-07-21 12:06:00
2700,conservas_de_verdura_y_frutas,Pimientos del piquillo enteros Cidacos extra,1.25,4.55,kg,2020-07-21 12:06:00
2701,conservas_de_verdura_y_frutas,Guisantes extra Hacendado,0.57,2.28,kg,2020-07-21 12:06:00
2702,conservas_de_verdura_y_frutas,Guisantes extra Hacendado,1.3,3.61,kg,2020-07-21 12:06:00
2703,conservas_de_verdura_y_frutas,Pimientos rojos asados Hacendado en tiras extra,0.97,5.39,kg,2020-07-21 12:06:00
2704,conservas_de_verdura_y_frutas,Judías verdes redondas Ybarra,0.9,2.5,kg,2020-07-21 12:06:00
2705,conservas_de_verdura_y_frutas,Pimientos asados en tiras Hacendado,1.98,6.83,kg,2020-07-21 12:06:00
2706,conservas_de_verdura_y_frutas,Corazones de alcachofas Cidacos,1.49,6.21,kg,2020-07-21 12:06:00
2707,conservas_de_verdura_y_frutas,Corazones de alcachofa Cidacos,1.8,10.29,kg,2020-07-21 12:06:00
2708,conservas_de_verdura_y_frutas,Corazones de alcachofa Cidacos,2.2,6.67,kg,2020-07-21 12:06:00
2709,conservas_de_verdura_y_frutas,Corazones de alcachofa Hacendado,2.3,8.85,kg,2020-07-21 12:06:00
2710,conservas_de_verdura_y_frutas,Zanahoria en tiras Hacendado,0.75,3,kg,2020-07-21 12:06:00
2711,conservas_de_verdura_y_frutas,Judías verdes planas Ybarra,0.85,2.36,kg,2020-07-21 12:06:00
2712,conservas_de_verdura_y_frutas,Remolacha en tiras Hacendado,0.75,3,kg,2020-07-21 12:06:00
2713,conservas_de_verdura_y_frutas,Macedonia de verduras Hacendado,0.75,2.34,kg,2020-07-21 12:06:00
2714,conservas_de_verdura_y_frutas,Escalivada Hacendado,1.99,6.86,kg,2020-07-21 12:06:00
2715,conservas_de_verdura_y_frutas,Ensalada de bacalaos y pimientos asados Ubago estilo esgarraet,1.95,16.25,kg,2020-07-21 12:06:00
2716,conservas_de_verdura_y_frutas,Remolacha agridulce Hacendado en rodajas,0.95,3.8,kg,2020-07-21 12:06:00
2717,conservas_de_verdura_y_frutas,Patata entera Ybarra,1.2,3,kg,2020-07-21 12:06:00
2718,conservas_de_verdura_y_frutas,Menestra Hacendado,1.6,5.33,kg,2020-07-21 12:06:00
2719,conservas_de_verdura_y_frutas,Espinacas Ybarra,1,2.35,kg,2020-07-21 12:06:00
2720,conservas_de_verdura_y_frutas,Pimientos en tiras condimentados Hacendado,0.98,4.45,kg,2020-07-21 12:06:00
2721,conservas_de_verdura_y_frutas,Ensalada china Hacendado con mazorquitas,1.23,4.92,kg,2020-07-21 12:06:00
2722,conservas_de_verdura_y_frutas,Yemas de espárragos Hacendado blancos muy gruesos,2.8,13.66,kg,2020-07-21 12:06:00
2723,conservas_de_verdura_y_frutas,Tallos de espárragos Hacendado,1.25,5,kg,2020-07-21 12:06:00
2724,conservas_de_verdura_y_frutas,Brotes germinados Hacendado,1.18,4.72,kg,2020-07-21 12:06:00
2725,conservas_de_verdura_y_frutas,Habas fritas Peña torcal mini baby extra,2.95,19.67,kg,2020-07-21 12:06:00
2726,conservas_de_verdura_y_frutas,Ensalada de pimientos del piquillo Cidacos,1.8,5,kg,2020-07-21 12:06:00
2727,conservas_de_verdura_y_frutas,Apio en tiras Hacendado,0.75,3,kg,2020-07-21 12:06:00
2728,conservas_de_verdura_y_frutas,Espárragos delgados verdes enteros Hacendado,1.45,11.6,kg,2020-07-21 12:06:00
2729,conservas_de_verdura_y_frutas,Cebolla caramelizada Hacendado,1.4,4.67,kg,2020-07-21 12:06:00
2730,conservas_de_verdura_y_frutas,Variado de setas primera Hacendado,1.3,7.43,kg,2020-07-21 12:06:00
2731,conservas_de_verdura_y_frutas,Yemas de espárragos Hacendado,2.35,11.75,kg,2020-07-21 12:06:00
2732,conservas_de_verdura_y_frutas,Cebolla frita Hacendado,2.09,4.35,kg,2020-07-21 12:06:00
2733,conservas_de_verdura_y_frutas,Menestra con aceite Hacendado,2.2,3.19,kg,2020-07-21 12:06:00
2734,conservas_de_verdura_y_frutas,Pimentos del piquillo en tiras condimentados Cidacos,1,4.26,kg,2020-07-21 12:06:00
2735,conservas_de_verdura_y_frutas,Mazorquitas de maíz agridulce Hacendado,1.7,8.95,kg,2020-07-21 12:06:00
2736,conservas_de_verdura_y_frutas,Chucrut al estilo bávaro Hengstenberg,1.62,2.38,kg,2020-07-21 12:06:00
2737,conservas_de_verdura_y_frutas,Cardo troceado Cidacos,1.08,2.7,kg,2020-07-21 12:06:00
2738,conservas_de_verdura_y_frutas,Pimiento verde en salmuera Corbí,2.25,5.29,kg,2020-07-21 12:06:00
2739,conservas_de_verdura_y_frutas,Acelgas al natural troceadas Mis delicias,1,2.35,kg,2020-07-21 12:06:00
2740,conservas_de_verdura_y_frutas,Yemas de espárragos Hacendado en vinagre extra,1.6,14.55,kg,2020-07-21 12:06:00
2741,conservas_de_verdura_y_frutas,Piña en su jugo Hacendado rodaja mediana,1.95,4.64,kg,2020-07-21 12:06:00
2742,conservas_de_verdura_y_frutas,Piña en su jugo Hacendado rodajas,1.5,3.06,kg,2020-07-21 12:06:00
2743,conservas_de_verdura_y_frutas,Piña en su jugo Hacendado rodajas troceada,1.1,4.07,kg,2020-07-21 12:06:00
2744,conservas_de_verdura_y_frutas,Dulce de membrillo Hacendado categoría primera,1.1,2.44,kg,2020-07-21 12:06:00
2745,conservas_de_verdura_y_frutas,Melocotón light Hacendado sin azúcares añadidos,0.95,3.96,kg,2020-07-21 12:06:00
2746,conservas_de_verdura_y_frutas,Macedonia de frutas en almíbar Hacendado,1.4,2.92,kg,2020-07-21 12:06:00
2747,conservas_de_verdura_y_frutas,Macedonia de frutas Hacendado en zumo de uva,1.35,5.63,kg,2020-07-21 12:06:00
2748,conservas_de_verdura_y_frutas,Dulce de membrillo Hacendado sin conservadores,2,4,kg,2020-07-21 12:06:00
2749,conservas_de_verdura_y_frutas,Dulce de membrillo Hacendado sin azúcares añadidos,1.85,4.63,kg,2020-07-21 12:06:00
2750,conservas_de_verdura_y_frutas,Cabello de Ángel Hida,1.69,3.25,kg,2020-07-21 12:06:00
2751,conservas_de_verdura_y_frutas,Pera en almíbar ligero Hacendado,1.5,3.26,kg,2020-07-21 12:06:00
2752,conservas_de_verdura_y_frutas,Frutas rojas en zumo de uva Hacendado,1.1,10,kg,2020-07-21 12:06:00
2753,conservas_de_verdura_y_frutas,Postre de manzana Jamar,1.45,2.04,kg,2020-07-21 12:06:00
2754,conservas_de_verdura_y_frutas,Pera en zumo de uva Hacendado,1.45,6.3,kg,2020-07-21 12:06:00
2755,conservas_de_verdura_y_frutas,Cerezas en almíbar denso Hacendado,1,11.11,kg,2020-07-21 12:06:00
2756,conservas_de_verdura_y_frutas,Dulce de boniato Hida,2.7,3.29,kg,2020-07-21 12:06:00
2757,conservas_de_verdura_y_frutas,Mandarina en almíbar ligero Hacendado,1.2,6.86,kg,2020-07-21 12:06:00
2758,conservas_de_verdura_y_frutas,Dulce de frutas El membrillero,1.55,3.88,kg,2020-07-21 12:06:00
2759,conservas_de_verdura_y_frutas,"Pera, melocotón,uva, albaricoque, y piña en zumo de uva Hacendado",2.5,5.21,kg,2020-07-21 12:06:00
2760,sopa_y_caldo,Sopa de pollo Gallina Blanca con fideos finos,0.55,7.75,kg,2020-07-21 12:06:00
2761,sopa_y_caldo,Sopa de ave Gallina Blanca con fideos,0.55,7.24,kg,2020-07-21 12:06:00
2762,sopa_y_caldo,Sopa de pollo Hacendado con fideos finos,0.75,5.28,kg,2020-07-21 12:06:00
2763,sopa_y_caldo,Sopa de ave Hacendado con fideos,0.7,4.27,kg,2020-07-21 12:06:00
2764,sopa_y_caldo,Sopa de cebolla Hacendado,0.75,7.5,kg,2020-07-21 12:06:00
2765,sopa_y_caldo,Sopa maravilla Hacendado,0.7,3.85,kg,2020-07-21 12:06:00
2766,sopa_y_caldo,Tallarines a la parmesana Hacendado,1.1,5.79,kg,2020-07-21 12:06:00
2767,sopa_y_caldo,Tallarines a la carbonara Hacendado,1.1,5.79,kg,2020-07-21 12:06:00
2768,sopa_y_caldo,Sopa de miso,1.45,18.45,kg,2020-07-21 12:06:00
2769,sopa_y_caldo,Sopa instantánea de verduras Gallina Blanca Sopinstant,1.1,21.57,kg,2020-07-21 12:06:00
2770,sopa_y_caldo,Caldo de pollo Hacendado,1.64,0.82,L,2020-07-21 12:06:00
2771,sopa_y_caldo,Caldo de pollo Hacendado,0.9,0.9,L,2020-07-21 12:06:00
2772,sopa_y_caldo,Caldo casero de pollo Gallina Blanca,1.8,1.8,L,2020-07-21 12:06:00
2773,sopa_y_caldo,Caldo de pescado Hacendado,2.2,1.1,L,2020-07-21 12:06:00
2774,sopa_y_caldo,Caldo de pescado Hacendado,1.2,1.2,L,2020-07-21 12:06:00
2775,sopa_y_caldo,Caldo de cocido Hacendado,0.9,0.9,L,2020-07-21 12:06:00
2776,sopa_y_caldo,Caldo casero de cocido Gallina Blanca,1.8,1.8,L,2020-07-21 12:06:00
2777,sopa_y_caldo,Caldo de verduras Hacendado,1,1,L,2020-07-21 12:06:00
2778,sopa_y_caldo,Caldo casero de carne Gallina Blanca,1.8,1.8,L,2020-07-21 12:06:00
2779,sopa_y_caldo,Caldo para paella de marisco o fideuá Hacendado con sofrito,1.95,1.95,L,2020-07-21 12:06:00
2780,sopa_y_caldo,Caldo para fideuá o arroz negro Hacendado con sofrito,1.95,1.95,L,2020-07-21 12:06:00
2781,sopa_y_caldo,Caldo de pollo Hacendado bajo en sal,1.05,1.05,L,2020-07-21 12:06:00
2782,sopa_y_caldo,Caldo para paella de carne Hacendado con sofrito,1.95,1.95,L,2020-07-21 12:06:00
2783,sopa_y_caldo,Caldo de pollo en pastillas,0.82,3.42,kg,2020-07-21 12:06:00
2784,sopa_y_caldo,Caldo de carne Hacendado en pastillas,0.82,3.42,kg,2020-07-21 12:06:00
2785,sopa_y_caldo,Caldo de pollo Avecrem en pastillas,2.7,11.25,kg,2020-07-21 12:06:00
2786,sopa_y_caldo,Caldo de pescado Hacendado en pastillas,0.5,4.17,kg,2020-07-21 12:06:00
2787,sopa_y_caldo,Doble caldo sabor clásico carne Knorr en pastillas,1.25,7.81,kg,2020-07-21 12:06:00
2788,sopa_y_caldo,Caldo de verduras en pastillas,0.44,3.67,kg,2020-07-21 12:06:00
2789,sopa_y_caldo,Caldo de pollo reducido en sal Hacendado en pastillas,0.7,5.83,kg,2020-07-21 12:06:00
2790,gazpacho_y_cremas,Gazpacho tradicional Hacendado,1.7,1.72,L,2020-07-21 12:06:00
2791,gazpacho_y_cremas,Gazpacho tradicional Hacendado,2.6,1.3,L,2020-07-21 12:06:00
2792,gazpacho_y_cremas,Gazpacho suave Hacendado,1.7,1.72,L,2020-07-21 12:06:00
2793,gazpacho_y_cremas,Gazpacho suave Hacendado,2.6,1.3,L,2020-07-21 12:06:00
2794,gazpacho_y_cremas,Salmorejo al estilo cordobés Hacendado,1.85,1.87,L,2020-07-21 12:06:00
2795,gazpacho_y_cremas,Salmorejo al estilo cordobés Hacendado,1.6,1.6,L,2020-07-21 12:06:00
2796,gazpacho_y_cremas,Gazpacho andaluz Hacendado,1.7,1.72,L,2020-07-21 12:06:00
2797,gazpacho_y_cremas,Gazpacho andaluz Hacendado,2.6,1.3,L,2020-07-21 12:06:00
2798,gazpacho_y_cremas,Gazpacho fresco Hacendado,2.25,2.25,L,2020-07-21 12:06:00
2799,gazpacho_y_cremas,Gazpacho fresco Hacendado,0.85,2.58,L,2020-07-21 12:06:00
2800,gazpacho_y_cremas,Salmorejo fresco Hacendado,2.55,2.55,L,2020-07-21 12:06:00
2801,gazpacho_y_cremas,Salmorejo fresco Hacendado,0.95,2.88,L,2020-07-21 12:06:00
2802,gazpacho_y_cremas,Gazpacho blanco de almendras Hacendado con ajo blanco,2.85,2.88,L,2020-07-21 12:06:00
2803,gazpacho_y_cremas,Crema de calabaza y zanahoria Hacendado,1.6,4.57,kg,2020-07-21 12:06:00
2804,gazpacho_y_cremas,Crema de espárragos Hacendado,1.6,4.57,kg,2020-07-21 12:06:00
2805,gazpacho_y_cremas,Crema de verduras Hacendado,1.6,4.57,kg,2020-07-21 12:06:00
2806,gazpacho_y_cremas,Vichyssoise de puerro y patata Hacendado,1.6,4.57,kg,2020-07-21 12:06:00
2807,gazpacho_y_cremas,Crema de pollo Hacendado con verduras,1,2,L,2020-07-21 12:06:00
2808,gazpacho_y_cremas,Crema de calabaza Hacendado,1,2,L,2020-07-21 12:06:00
2809,gazpacho_y_cremas,Crema de verduras Hacendado,1,2,L,2020-07-21 12:06:00
2810,gazpacho_y_cremas,Puré de patatas,1.22,2.44,kg,2020-07-21 12:06:00
2811,gazpacho_y_cremas,Crema de setas del bosque Knorr con champiñones,2.4,2.4,L,2020-07-21 12:06:00
2812,gazpacho_y_cremas,Crema de setas del bosque Knorr con champiñones,1.89,3.78,L,2020-07-21 12:06:00
2813,gazpacho_y_cremas,Crema de calabacín Knorr con queso de cabra,2.4,2.4,L,2020-07-21 12:06:00
2814,gazpacho_y_cremas,Crema de calabacín Knorr con queso de cabra,1.89,3.78,L,2020-07-21 12:06:00
2815,gazpacho_y_cremas,Crema de espárragos Hacendado,0.55,6.4,kg,2020-07-21 12:06:00
2816,gazpacho_y_cremas,Puré de patatas Maggi natural,2.5,5.43,kg,2020-07-21 12:06:00
2817,gazpacho_y_cremas,Crema de champiñones Hacendado,0.48,7.38,kg,2020-07-21 12:06:00
2818,patatas_fritas_y_snacks,Patatas fritas estilo tradicional Hacendado,1.29,4.3,kg,2020-07-21 12:06:00
2819,patatas_fritas_y_snacks,Patatas fritas extra crujientes Hacendado,1.45,8.06,kg,2020-07-21 12:06:00
2820,patatas_fritas_y_snacks,Patatas fritas corte ondulado Hacendado,0.58,3.22,kg,2020-07-21 12:06:00
2821,patatas_fritas_y_snacks,Patatas fritas receta churrería Hacendado,0.8,5.33,kg,2020-07-21 12:06:00
3011,pizzas,Pizza pollo Hacendado,2.39,5.56,kg,2020-07-21 12:06:00
2822,patatas_fritas_y_snacks,Patatas fritas onduladas Hacendado sabor jamón serrano,0.9,5.29,kg,2020-07-21 12:06:00
2823,patatas_fritas_y_snacks,Patatas fritas crujientes a la sartén Hacendado,1.5,5,kg,2020-07-21 12:06:00
2824,patatas_fritas_y_snacks,Patatas fritas al punto de sal Lay's,1.4,6.36,kg,2020-07-21 12:06:00
2825,patatas_fritas_y_snacks,Patatas fritas sabor limón y pimienta Hacendado,0.9,6.92,kg,2020-07-21 12:06:00
2826,patatas_fritas_y_snacks,Patatas fritas onduladas Ruffles sabor jamón,1.35,6.75,kg,2020-07-21 12:06:00
2827,patatas_fritas_y_snacks,Patatinas extra crujientes Hacendado,0.95,7.92,kg,2020-07-21 12:06:00
2828,patatas_fritas_y_snacks,Patatas light Hacendado,0.87,5.8,kg,2020-07-21 12:06:00
2829,patatas_fritas_y_snacks,Patatas fritas sabor huevo frito Hacendado,0.9,6.92,kg,2020-07-21 12:06:00
2830,patatas_fritas_y_snacks,Patatas fritas receta campesina Lay's,1.5,9.38,kg,2020-07-21 12:06:00
2831,patatas_fritas_y_snacks,Pringles original,1.87,11.33,kg,2020-07-21 12:06:00
2832,patatas_fritas_y_snacks,Patata snack Hacendado,1.15,6.53,kg,2020-07-21 12:06:00
2833,patatas_fritas_y_snacks,Patata snack crema y cebolla Hacendado,1.15,6.53,kg,2020-07-21 12:06:00
2834,patatas_fritas_y_snacks,Varitas sabor ketchup Hacendado,0.8,10.67,kg,2020-07-21 12:06:00
2835,patatas_fritas_y_snacks,Pringles sabor crema agria y cebolla,1.87,11.33,kg,2020-07-21 12:06:00
2836,patatas_fritas_y_snacks,Patatas fritas 0% sal añadida Hacendado,0.79,6.08,kg,2020-07-21 12:06:00
2837,patatas_fritas_y_snacks,Patatas fritas onduladas Munchos sabor queso,1.15,7.67,kg,2020-07-21 12:06:00
2838,patatas_fritas_y_snacks,Trigo snack sabor ahumado Hacendado,0.65,8.13,kg,2020-07-21 12:06:00
2839,patatas_fritas_y_snacks,Patatas fritas sabor chili y lima El Valle ligeramente picantes,0.9,6.92,kg,2020-07-21 12:06:00
2840,patatas_fritas_y_snacks,Patatas fritas sabor ketchup El Valle,0.9,6.92,kg,2020-07-21 12:06:00
2841,patatas_fritas_y_snacks,Patatas fritas paja Hacendado,1.25,6.25,kg,2020-07-21 12:06:00
2842,patatas_fritas_y_snacks,Patatas fritas sabor salsa vinagreta Lay's,1.5,9.38,kg,2020-07-21 12:06:00
2843,patatas_fritas_y_snacks,Nachos Hacendado,0.85,5.67,kg,2020-07-21 12:06:00
2844,patatas_fritas_y_snacks,Conos sabor bacón y queso Hacendado,0.55,5.5,kg,2020-07-21 12:06:00
2845,patatas_fritas_y_snacks,Triángulos de maíz tex-mex Doritos,1.4,7.78,kg,2020-07-21 12:06:00
2846,patatas_fritas_y_snacks,Pandilla sabor queso Cheetos,1.2,16,kg,2020-07-21 12:06:00
2847,patatas_fritas_y_snacks,Tiras de maíz frito sabor barbacoa Hacendado,0.55,3.67,kg,2020-07-21 12:06:00
2848,patatas_fritas_y_snacks,Nachos tex-mex Hacendado sabor queso,0.85,5.67,kg,2020-07-21 12:06:00
2849,patatas_fritas_y_snacks,Galletitas saladas Hacendado,0.99,2.83,kg,2020-07-21 12:06:00
2850,patatas_fritas_y_snacks,Combinado de aperitivos Hacendado,1.2,6,kg,2020-07-21 12:06:00
2851,patatas_fritas_y_snacks,Cuquitos sabor queso Hacendado,0.6,6,kg,2020-07-21 12:06:00
2852,patatas_fritas_y_snacks,Cuquis Hacendado,0.75,9.38,kg,2020-07-21 12:06:00
2853,patatas_fritas_y_snacks,Manzana roja deshidratada Hacendado,0.7,3.5,100 g,2020-07-21 12:06:00
2854,patatas_fritas_y_snacks,Garfitos de maíz sabor queso Hacendado,0.45,5.63,kg,2020-07-21 12:06:00
2855,patatas_fritas_y_snacks,Triángulos de maíz con legumbres Hacendado,1,14.29,kg,2020-07-21 12:06:00
2856,patatas_fritas_y_snacks,Snack de gamba Hacendado,0.95,15.83,kg,2020-07-21 12:06:00
2857,patatas_fritas_y_snacks,Bombitas de maíz sabor mantequilla Hacendado,0.7,8.75,kg,2020-07-21 12:06:00
2858,patatas_fritas_y_snacks,Torreznos Hacendado,1.4,11.67,kg,2020-07-21 12:06:00
2859,patatas_fritas_y_snacks,Torreznos sabor barbacoa Hacendado,1.25,12.5,kg,2020-07-21 12:06:00
2860,patatas_fritas_y_snacks,Snacks de lenteja sabor queso y especias Snatt’s,1.15,12.78,kg,2020-07-21 12:06:00
2861,patatas_fritas_y_snacks,Triángulos de trigo sarraceno con quinoa y amaranto Hacendado,1,14.29,kg,2020-07-21 12:06:00
2862,patatas_fritas_y_snacks,Bolitas sabor barbacoa Hacendado,0.7,5.6,kg,2020-07-21 12:06:00
2863,patatas_fritas_y_snacks,Piña deshidratada Hacendado,1,20,kg,2020-07-21 12:06:00
2864,patatas_fritas_y_snacks,Varitas de patata Hacendado,0.8,10.67,kg,2020-07-21 12:06:00
2865,patatas_fritas_y_snacks,Cocktail galletitas de aperitivo Hacendado,1.2,4,kg,2020-07-21 12:06:00
2866,patatas_fritas_y_snacks,Cortezas Hacendado,0.59,7.87,kg,2020-07-21 12:06:00
2867,patatas_fritas_y_snacks,Palomitas caramelo Hacendado,1.15,9.58,kg,2020-07-21 12:06:00
2868,patatas_fritas_y_snacks,Snack de alga con arroz Hacendado,1.5,7.5,100 g,2020-07-21 12:06:00
2869,patatas_fritas_y_snacks,Super cuquis La Llanura,1.15,19.17,kg,2020-07-21 12:06:00
2870,patatas_fritas_y_snacks,Pelotazos sabor queso Cheetos,1.2,9.23,kg,2020-07-21 12:06:00
2871,patatas_fritas_y_snacks,Nachos Padrísimos Hacendado sabor guacamole,1.1,7.33,kg,2020-07-21 12:06:00
2872,patatas_fritas_y_snacks,Palomitas de maíz con sal Hacendado,0.9,11.25,kg,2020-07-21 12:06:00
2873,patatas_fritas_y_snacks,Anillos de maiz Kaskys Tosfrit,0.9,7.5,kg,2020-07-21 12:06:00
2874,patatas_fritas_y_snacks,Stars de maíz sabor queso Tosfrit,0.55,1.31,100 g,2020-07-21 12:06:00
2875,patatas_fritas_y_snacks,Snack de maíz sabor barbacoa Estrella,1.1,7.86,kg,2020-07-21 12:06:00
2876,patatas_fritas_y_snacks,Snack de multicereales Sunbites,1.5,15.79,kg,2020-07-21 12:06:00
2877,frutos_secos_y_fruta_desecada,Nuez natural Hacendado,2.79,13.95,kg,2020-07-21 12:06:00
2878,frutos_secos_y_fruta_desecada,Almendra natural Hacendado,2.5,12.5,kg,2020-07-21 12:06:00
2879,frutos_secos_y_fruta_desecada,Pistacho tostado Hacendado,3.6,12,kg,2020-07-21 12:06:00
2880,frutos_secos_y_fruta_desecada,Pipa tostada gigante con sal Hacendado,0.95,4.75,kg,2020-07-21 12:06:00
2881,frutos_secos_y_fruta_desecada,Pistacho tostado 0% sal añadida Hacendado,1.8,12,kg,2020-07-21 12:06:00
2882,frutos_secos_y_fruta_desecada,Cacahuete frito Hacendado,0.85,3.4,kg,2020-07-21 12:06:00
2883,frutos_secos_y_fruta_desecada,Pipa tostada gigante aguasal Hacendado,1,5,kg,2020-07-21 12:06:00
2884,frutos_secos_y_fruta_desecada,Anacardo natural Hacendado,2.09,13.93,kg,2020-07-21 12:06:00
2885,frutos_secos_y_fruta_desecada,Palomitas de maíz con sal Hacendado para microondas,0.62,2.3,kg,2020-07-21 12:06:00
2886,frutos_secos_y_fruta_desecada,Anacardo frito Hacendado,2.2,11,kg,2020-07-21 12:06:00
2887,frutos_secos_y_fruta_desecada,Avellana tostada sin sal Hacendado,3.05,15.25,kg,2020-07-21 12:06:00
2888,frutos_secos_y_fruta_desecada,Almendra tostada con sal Hacendado,2.8,14,kg,2020-07-21 12:06:00
2889,frutos_secos_y_fruta_desecada,Cacahuete frito con piel Hacendado,0.98,3.92,kg,2020-07-21 12:06:00
2890,frutos_secos_y_fruta_desecada,Maíz frito crujiente y tierno Hacendado,0.95,5.59,kg,2020-07-21 12:06:00
2891,frutos_secos_y_fruta_desecada,Almendra frita Hacendado,2.95,14.75,kg,2020-07-21 12:06:00
2892,frutos_secos_y_fruta_desecada,Cacahuete tostado 0% sal añadida Hacendado,1.25,3.13,kg,2020-07-21 12:06:00
2893,frutos_secos_y_fruta_desecada,Almendra tostada 0% sal añadida Hacendado,3.1,15.5,kg,2020-07-21 12:06:00
2894,frutos_secos_y_fruta_desecada,Maíz palomitas Hacendado,0.7,2.8,kg,2020-07-21 12:06:00
2895,frutos_secos_y_fruta_desecada,Maíz frito gigante Hacendado,0.9,6,kg,2020-07-21 12:06:00
2896,frutos_secos_y_fruta_desecada,Nuez macadamia Hacendado,2.7,27,kg,2020-07-21 12:06:00
2897,frutos_secos_y_fruta_desecada,Mezcla semillas Hacendado,1.1,5.5,kg,2020-07-21 12:06:00
2898,frutos_secos_y_fruta_desecada,Pipas calabaza natural Hacendado,1.65,11,kg,2020-07-21 12:06:00
2899,frutos_secos_y_fruta_desecada,Castañas tostadas y peladas Hacendado,1.35,13.5,kg,2020-07-21 12:06:00
2900,frutos_secos_y_fruta_desecada,Cacahuete frito con miel Hacendado,1.5,7.5,kg,2020-07-21 12:06:00
2901,frutos_secos_y_fruta_desecada,Cacahuete tostado con sal Hacendado,1.25,3.13,kg,2020-07-21 12:06:00
2902,frutos_secos_y_fruta_desecada,Semillas chía Hacendado,1.25,8.33,kg,2020-07-21 12:06:00
2903,frutos_secos_y_fruta_desecada,Pipas de girasol fritas Hacendado,0.9,4.5,kg,2020-07-21 12:06:00
2904,frutos_secos_y_fruta_desecada,Almendra frita marcona Hacendado,3.8,19,kg,2020-07-21 12:06:00
2905,frutos_secos_y_fruta_desecada,Pipas girasol tijuana Grefusa,1.45,7.25,kg,2020-07-21 12:06:00
